,TIME,BIOGAS,BIOMASS,GEOTHERMAL,SMALL HYDRO,SOLAR,WIND TOTAL
711,2012-04-08,3944.0,6189.0,23780.0,9523.0,4740.0,8311.0
712,2012-04-09,3825.0,5279.0,23847.0,9383.0,5940.0,13383.0
713,2012-04-10,3859.0,6226.0,23655.0,9380.0,6103.0,15396.0
714,2012-04-11,3785.0,6089.0,23654.0,9339.0,4617.0,27027.0
715,2012-04-12,3790.0,6196.0,23525.0,9358.0,5308.0,33781.0
716,2012-04-13,3890.0,5840.0,22247.0,9497.0,4292.0,26742.0
717,2012-04-14,3994.0,5842.0,22169.0,8724.0,3939.0,36276.0
718,2012-04-15,3942.0,5831.0,22959.0,8848.0,5653.0,27418.0
719,2012-04-16,3954.0,6185.0,23464.0,9154.0,6383.0,25372.0
720,2012-04-17,3983.0,6453.0,23822.0,9524.0,5277.0,37641.0
721,2012-04-18,3980.0,6639.0,24037.0,9473.0,5642.0,52358.0
722,2012-04-19,4033.0,7359.0,23645.0,9366.0,6115.0,33283.0
723,2012-04-20,4022.0,7595.0,23692.0,9369.0,6655.0,8457.0
724,2012-04-21,3949.0,6215.0,23638.0,9589.0,5949.0,11144.0
725,2012-04-22,3904.0,6103.0,23501.0,9751.0,5848.0,16058.0
726,2012-04-23,3516.0,6161.0,23723.0,9556.0,6230.0,44815.0
727,2012-04-24,3252.0,6324.0,23723.0,9513.0,5407.0,23556.0
728,2012-04-25,3276.0,6192.0,23797.0,9380.0,4410.0,17074.0
729,2012-04-26,3241.0,6629.0,23996.0,9538.0,4969.0,39884.0
730,2012-04-27,3347.0,6608.0,23912.0,9773.0,6870.0,24997.0
731,2012-04-28,3405.0,6019.0,23799.0,9719.0,5704.0,28703.0
732,2012-04-29,3358.0,5780.0,23940.0,9821.0,5757.0,13143.0
733,2012-04-30,3375.0,6078.0,23900.0,10297.0,6179.0,40007.0
734,2012-05-01,3436.0,6663.0,24218.0,10337.0,4324.0,55797.0
735,2012-05-02,3335.0,6943.0,23238.0,10339.0,5200.0,58651.0
736,2012-05-03,3322.0,7254.0,23971.0,10447.0,5828.0,50728.0
737,2012-05-04,3745.0,7883.0,24161.0,10442.0,6185.0,54122.0
738,2012-05-05,3941.0,7384.0,24099.0,10170.0,6055.0,39650.0
739,2012-05-06,3905.0,6459.0,24148.0,10137.0,6161.0,31846.0
740,2012-05-07,3841.0,7278.0,23598.0,10463.0,6038.0,25025.0
741,2012-05-08,3903.0,7147.0,24027.0,10422.0,5848.0,16563.0
742,2012-05-09,3973.0,6888.0,23999.0,10697.0,6224.0,33581.0
743,2012-05-10,3850.0,7024.0,24294.0,10811.0,6128.0,42176.0
744,2012-05-11,3735.0,7316.0,24633.0,11352.0,6442.0,35990.0
745,2012-05-12,3805.0,7031.0,24238.0,11121.0,6577.0,30191.0
746,2012-05-13,3809.0,7000.0,23308.0,10812.0,6498.0,45533.0
747,2012-05-14,3769.0,7245.0,22686.0,10945.0,6408.0,30711.0
748,2012-05-15,3769.0,7424.0,21937.0,10992.0,6345.0,52248.0
749,2012-05-16,3442.0,8026.0,21991.0,11410.0,6190.0,49448.0
750,2012-05-17,3807.0,8682.0,23499.0,11184.0,5873.0,55319.0
751,2012-05-18,4003.0,9003.0,24763.0,11586.0,6372.0,51291.0
752,2012-05-19,4094.0,8065.0,24395.0,11225.0,6612.0,28660.0
753,2012-05-20,4056.0,7212.0,23635.0,11255.0,6414.0,25302.0
754,2012-05-21,3289.0,6593.0,22955.0,11260.0,6651.0,49778.0
755,2012-05-22,2688.0,7061.0,23183.0,11284.0,6649.0,54031.0
756,2012-05-23,2789.0,7296.0,23480.0,10536.0,4962.0,44704.0
757,2012-05-24,3273.0,7804.0,24000.0,10887.0,6593.0,51377.0
758,2012-05-25,3795.0,7775.0,23052.0,11536.0,5143.0,44957.0
759,2012-05-26,4700.0,6877.0,22236.0,11625.0,5780.0,50944.0
760,2012-05-27,4934.0,7195.0,22186.0,10864.0,7221.0,33362.0
761,2012-05-28,4837.0,6821.0,22198.0,9610.0,7253.0,38464.0
762,2012-05-29,4656.0,6814.0,22166.0,9737.0,7468.0,39054.0
763,2012-05-30,4729.0,7083.0,22132.0,10923.0,7332.0,44254.0
764,2012-05-31,4835.0,7450.0,22032.0,11575.0,7267.0,34629.0
765,2012-06-01,4891.0,8107.0,21806.0,11543.0,7731.0,38391.0
766,2012-06-02,4892.0,7752.0,21878.0,10618.0,7037.0,63613.0
767,2012-06-03,4762.0,7206.0,21902.0,10200.0,7047.0,46706.0
768,2012-06-04,4860.0,8159.0,21992.0,10949.0,7841.0,47267.0
769,2012-06-05,5050.0,8293.0,22121.0,10943.0,7924.0,53515.0
770,2012-06-06,5075.0,7834.0,22073.0,11174.0,8691.0,45327.0
771,2012-06-07,5056.0,8137.0,21967.0,11081.0,8894.0,47579.0
772,2012-06-08,4973.0,8162.0,22025.0,10873.0,8803.0,65534.0
773,2012-06-09,5137.0,7581.0,22065.0,10262.0,7574.0,60079.0
774,2012-06-10,4908.0,6979.0,22045.0,9831.0,7462.0,25903.0
775,2012-06-11,4842.0,7353.0,21946.0,10317.0,8712.0,17744.0
776,2012-06-12,4894.0,6773.0,21889.0,10653.0,8721.0,34361.0
777,2012-06-13,4801.0,7079.0,21841.0,10323.0,8671.0,43832.0
778,2012-06-14,4787.0,7391.0,21921.0,10430.0,8838.0,43468.0
779,2012-06-15,4704.0,7531.0,21890.0,10674.0,8665.0,32142.0
780,2012-06-16,4444.0,6914.0,21875.0,10330.0,7492.0,15417.0
781,2012-06-17,4397.0,7121.0,21871.0,9949.0,7629.0,21581.0
782,2012-06-18,4539.0,7358.0,21898.0,9897.0,8595.0,56860.0
783,2012-06-19,4589.0,7159.0,21949.0,10136.0,8828.0,49785.0
784,2012-06-20,4712.0,7313.0,21876.0,9849.0,8525.0,37628.0
785,2012-06-21,4792.0,7604.0,21960.0,9780.0,8501.0,57356.0
786,2012-06-22,4754.0,7465.0,22081.0,9878.0,8210.0,53438.0
787,2012-06-23,4709.0,6175.0,22169.0,9703.0,7542.0,40548.0
788,2012-06-24,4880.0,6555.0,22191.0,9724.0,7073.0,23018.0
789,2012-06-25,4935.0,7671.0,22129.0,9558.0,8831.0,36548.0
790,2012-06-26,4838.0,7624.0,22159.0,9692.0,8518.0,41767.0
791,2012-06-27,4770.0,7960.0,22118.0,9773.0,8586.0,26425.0
792,2012-06-28,4694.0,8256.0,22023.0,9829.0,8247.0,34302.0
793,2012-06-29,4741.0,8009.0,21987.0,9795.0,8328.0,56119.0
794,2012-06-30,4971.0,7616.0,21920.0,9702.0,8375.0,69895.0
795,2012-07-01,4923.0,7414.0,21903.0,9828.0,8307.0,69097.0
796,2012-07-02,4952.0,8291.0,21775.0,9912.0,9678.0,43609.0
797,2012-07-03,4668.0,8198.0,21709.0,9872.0,9047.0,31038.0
798,2012-07-04,4873.0,8005.0,21867.0,9760.0,4912.0,23271.0
799,2012-07-05,4598.0,7962.0,21808.0,9645.0,9617.0,30842.0
800,2012-07-06,4902.0,7313.0,21936.0,9818.0,9907.0,24688.0
801,2012-07-07,4919.0,7301.0,21958.0,9611.0,8633.0,23454.0
802,2012-07-08,4435.0,7539.0,21905.0,9502.0,8540.0,36454.0
803,2012-07-09,4266.0,8383.0,21871.0,9607.0,9663.0,40146.0
804,2012-07-11,4801.0,8098.0,21784.0,9914.0,9226.0,30407.0
805,2012-07-12,4895.0,8482.0,21530.0,9870.0,6807.0,25374.0
806,2012-07-13,4982.0,8234.0,21659.0,10028.0,6209.0,27223.0
807,2012-07-14,4924.0,8071.0,21603.0,9809.0,7321.0,20902.0
808,2012-07-15,4731.0,7456.0,21408.0,9795.0,8106.0,23823.0
809,2012-07-16,4978.0,8031.0,21638.0,9687.0,9372.0,41363.0
810,2012-07-17,4845.0,9097.0,22016.0,9666.0,9702.0,26743.0
811,2012-07-18,4828.0,8971.0,21949.0,9753.0,8089.0,21022.0
812,2012-07-19,4863.0,9021.0,21914.0,9841.0,8179.0,28856.0
813,2012-07-20,4794.0,8997.0,21746.0,10214.0,9210.0,23015.0
814,2012-07-21,4828.0,8250.0,21602.0,10071.0,8015.0,15489.0
815,2012-07-22,4979.0,8168.0,21584.0,9791.0,6905.0,20172.0
816,2012-07-23,5027.0,8101.0,21580.0,9841.0,8776.0,27959.0
817,2012-07-24,4773.0,8267.0,21771.0,9826.0,9506.0,32410.0
818,2012-07-25,4746.0,8319.0,21654.0,9302.0,9523.0,34778.0
819,2012-07-26,5016.0,8565.0,21703.0,9120.0,9724.0,40874.0
820,2012-07-27,4856.0,8097.0,21743.0,9151.0,9811.0,40267.0
821,2012-07-28,4933.0,6487.0,21831.0,9047.0,7657.0,44351.0
822,2012-07-29,4974.0,7778.0,21748.0,8934.0,7812.0,30429.0
823,2012-07-30,4828.0,8598.0,21756.0,9209.0,7797.0,20784.0
824,2012-07-31,5089.0,8489.0,21637.0,9567.0,7676.0,19757.0
825,2012-08-01,5088.0,8892.0,21869.0,9728.0,8598.0,26793.0
826,2012-08-02,4971.0,8419.0,21641.0,9279.0,8894.0,36257.0
827,2012-08-03,4840.0,7869.0,21644.0,9293.0,9179.0,45432.0
828,2012-08-04,4854.0,7113.0,21788.0,8988.0,5411.0,36335.0
829,2012-08-05,4792.0,7024.0,21744.0,8938.0,7050.0,35825.0
830,2012-08-06,4796.0,7741.0,21794.0,9134.0,9171.0,35051.0
831,2012-08-07,4538.0,7505.0,21664.0,8945.0,8694.0,33628.0
832,2012-08-08,4550.0,8379.0,21429.0,9377.0,8798.0,23575.0
833,2012-08-09,4928.0,8547.0,21724.0,9300.0,8271.0,17563.0
834,2012-08-10,4953.0,8237.0,21755.0,8958.0,8609.0,15892.0
835,2012-08-11,4664.0,7995.0,21729.0,8208.0,6039.0,14234.0
836,2012-08-12,4635.0,8296.0,21679.0,8239.0,6747.0,19503.0
837,2012-08-13,4639.0,8988.0,21604.0,8867.0,8621.0,18614.0
838,2012-08-14,4346.0,8853.0,21706.0,8950.0,8844.0,31735.0
839,2012-08-15,4487.0,8696.0,21771.0,8492.0,7733.0,35252.0
840,2012-08-16,4528.0,8689.0,21825.0,8813.0,8018.0,32919.0
841,2012-08-17,4760.0,8503.0,21808.0,8646.0,7217.0,35364.0
842,2012-08-18,4645.0,8495.0,21914.0,8100.0,7428.0,41932.0
843,2012-08-19,4965.0,8226.0,21810.0,7884.0,7806.0,47900.0
844,2012-08-20,4856.0,7752.0,21811.0,8433.0,9117.0,34493.0
845,2012-08-21,4678.0,7864.0,21848.0,8411.0,8612.0,35874.0
846,2012-08-22,4646.0,8131.0,20862.0,8338.0,7237.0,28373.0
847,2012-08-23,4915.0,7973.0,21712.0,8417.0,9585.0,24517.0
848,2012-08-24,4849.0,7736.0,21766.0,8739.0,9843.0,27387.0
849,2012-08-25,4624.0,7057.0,21811.0,8166.0,8104.0,37694.0
850,2012-08-26,4508.0,7608.0,21933.0,7731.0,8795.0,41958.0
851,2012-08-27,4778.0,8269.0,21817.0,7816.0,9957.0,17360.0
852,2012-08-28,4652.0,8562.0,21718.0,8313.0,9609.0,19149.0
853,2012-08-29,4661.0,8589.0,21590.0,8217.0,8494.0,12772.0
854,2012-08-30,4785.0,8374.0,21678.0,7899.0,7928.0,13808.0
855,2012-08-31,4800.0,7946.0,21588.0,7723.0,8875.0,34197.0
856,2012-09-01,4552.0,7688.0,21722.0,7089.0,8517.0,25620.0
857,2012-09-02,4382.0,8059.0,21710.0,6903.0,8653.0,15740.0
858,2012-09-03,4453.0,8479.0,21748.0,6983.0,7484.0,9759.0
859,2012-09-04,4413.0,8452.0,21651.0,7546.0,9534.0,16034.0
860,2012-09-05,4566.0,8389.0,21692.0,6951.0,7738.0,24652.0
861,2012-09-06,4581.0,7267.0,21689.0,7219.0,8931.0,39711.0
862,2012-09-07,4953.0,7748.0,21676.0,7362.0,8366.0,38388.0
863,2012-09-08,5004.0,7731.0,21713.0,7001.0,6660.0,36539.0
864,2012-09-09,4792.0,8772.0,21708.0,6794.0,7005.0,29267.0
865,2012-09-10,4848.0,8926.0,21536.0,7162.0,8228.0,17001.0
866,2012-09-11,4868.0,7985.0,21621.0,7425.0,7992.0,19014.0
867,2012-09-12,4946.0,8200.0,21500.0,7597.0,9622.0,13769.0
868,2012-09-13,4935.0,8505.0,21538.0,7215.0,9896.0,12324.0
869,2012-09-14,4823.0,8592.0,21649.0,7346.0,9704.0,18895.0
870,2012-09-15,4743.0,8292.0,21796.0,6808.0,8148.0,14739.0
871,2012-09-16,4754.0,8678.0,21779.0,6486.0,7890.0,18037.0
872,2012-09-17,4565.0,8398.0,21689.0,6760.0,9371.0,36871.0
873,2012-09-18,4767.0,8478.0,21609.0,7050.0,9434.0,31772.0
874,2012-09-19,4772.0,9114.0,21621.0,7105.0,9639.0,30462.0
875,2012-09-20,4429.0,9087.0,21690.0,6788.0,9030.0,25433.0
876,2012-09-21,4548.0,9083.0,21656.0,7326.0,8798.0,20023.0
877,2012-09-22,4861.0,8898.0,21675.0,7062.0,4693.0,9788.0
878,2012-09-23,5042.0,8751.0,21515.0,7037.0,6526.0,14482.0
879,2012-09-24,4803.0,7825.0,21484.0,7290.0,8765.0,27595.0
880,2012-09-25,4544.0,7562.0,21654.0,7233.0,9438.0,26909.0
881,2012-09-26,4518.0,8186.0,21573.0,7244.0,9115.0,12281.0
882,2012-09-27,4388.0,8463.0,21689.0,6517.0,8257.0,6915.0
883,2012-09-28,4733.0,8006.0,21695.0,6575.0,7925.0,21528.0
884,2012-09-29,4810.0,7447.0,21695.0,6270.0,7172.0,17575.0
885,2012-09-30,4749.0,7311.0,21684.0,6369.0,7230.0,10516.0
886,2012-10-01,4532.0,6318.0,21775.0,6275.0,7334.0,5425.0
887,2012-10-02,4512.0,6226.0,21699.0,6137.0,7281.0,9532.0
888,2012-10-03,4596.0,6994.0,21803.0,6239.0,6605.0,25340.0
889,2012-10-04,4736.0,7595.0,21737.0,6189.0,6715.0,55516.0
890,2012-10-05,4775.0,7769.0,21771.0,6343.0,5509.0,52339.0
891,2012-10-06,4394.0,8366.0,21834.0,6171.0,6038.0,43453.0
892,2012-10-07,4453.0,8648.0,21852.0,6187.0,7194.0,28292.0
893,2012-10-08,4384.0,8594.0,21750.0,6624.0,7164.0,36495.0
894,2012-10-09,4380.0,7900.0,21803.0,6647.0,5972.0,22980.0
895,2012-10-10,4680.0,8564.0,21507.0,6679.0,6176.0,21566.0
896,2012-10-11,4533.0,8804.0,21785.0,6310.0,3794.0,32549.0
897,2012-10-12,4464.0,8711.0,21943.0,6321.0,5435.0,26604.0
898,2012-10-13,4358.0,8916.0,21999.0,6398.0,7101.0,9489.0
899,2012-10-14,4341.0,8908.0,21990.0,6410.0,7364.0,5713.0
900,2012-10-15,4416.0,8803.0,21962.0,6682.0,6852.0,7417.0
901,2012-10-16,4586.0,8666.0,21669.0,6815.0,7044.0,16468.0
902,2012-10-17,4226.0,8653.0,21905.0,6848.0,6896.0,9898.0
903,2012-10-18,4446.0,8635.0,22050.0,6614.0,6719.0,6203.0
904,2012-10-19,4568.0,8361.0,21805.0,6452.0,6916.0,28903.0
905,2012-10-20,4225.0,7591.0,20621.0,6229.0,6772.0,45900.0
906,2012-10-21,4301.0,7822.0,20867.0,6040.0,6154.0,38759.0
907,2012-10-22,4459.0,7772.0,21764.0,6086.0,5364.0,26044.0
908,2012-10-23,4233.0,7918.0,21859.0,5795.0,6235.0,36521.0
909,2012-10-24,4257.0,7979.0,21885.0,5938.0,6769.0,31358.0
910,2012-10-25,4283.0,7480.0,21898.0,5537.0,6869.0,26505.0
911,2012-10-26,4315.0,7644.0,21839.0,5715.0,6839.0,7279.0
912,2012-10-27,4571.0,7956.0,21728.0,5668.0,6636.0,2106.0
913,2012-10-28,4541.0,7875.0,21734.0,5891.0,6546.0,2554.0
914,2012-10-29,4400.0,6959.0,21779.0,6188.0,6516.0,3679.0
915,2012-10-30,4300.0,7096.0,22023.0,5830.0,6147.0,5086.0
916,2012-10-31,4188.0,7223.0,22016.0,6017.0,5699.0,12447.0
917,2012-11-01,4288.0,6604.0,21973.0,5416.0,5150.0,11321.0
918,2012-11-02,4234.0,6807.0,22014.0,5412.0,6236.0,7657.0
919,2012-11-03,4417.0,5648.0,21970.0,5397.0,6281.0,849.0
920,2012-11-04,4421.0,6653.0,21705.0,5117.0,5258.0,2600.0
921,2012-11-05,4409.0,7218.0,21907.0,4985.0,6545.0,2383.0
922,2012-11-06,4331.0,6679.0,21948.0,4778.0,6491.0,1528.0
923,2012-11-07,4392.0,6928.0,21935.0,5417.0,6351.0,26816.0
924,2012-11-08,4412.0,6643.0,22092.0,5472.0,2720.0,37153.0
925,2012-11-09,4349.0,7211.0,22182.0,5382.0,4789.0,44194.0
926,2012-11-10,4492.0,7435.0,21982.0,5840.0,5447.0,33276.0
927,2012-11-11,4317.0,7528.0,22208.0,5561.0,6263.0,7213.0
928,2012-11-12,3920.0,7560.0,22195.0,6049.0,6250.0,3329.0
929,2012-11-13,4293.0,7052.0,22093.0,6029.0,6160.0,2068.0
930,2012-11-14,4509.0,7038.0,21899.0,6187.0,4609.0,1451.0
931,2012-11-15,4666.0,7122.0,22113.0,6119.0,1796.0,1021.0
932,2012-11-16,4781.0,6544.0,22079.0,6215.0,3749.0,6141.0
933,2012-11-17,4905.0,6360.0,22035.0,5773.0,3463.0,20561.0
934,2012-11-18,4944.0,6447.0,22234.0,5525.0,5016.0,19202.0
935,2012-11-19,4966.0,6899.0,22155.0,5651.0,5741.0,9004.0
936,2012-11-20,4900.0,6395.0,22039.0,6105.0,5749.0,10299.0
937,2012-11-21,4962.0,7164.0,22174.0,6360.0,5350.0,40399.0
938,2012-11-22,5014.0,7306.0,22217.0,6317.0,5768.0,11743.0
939,2012-11-23,5017.0,7320.0,22184.0,6177.0,5732.0,1824.0
940,2012-11-24,4994.0,7843.0,22139.0,5943.0,5689.0,550.0
941,2012-11-25,4997.0,8406.0,22142.0,5617.0,5581.0,4915.0
942,2012-11-26,4941.0,8464.0,22118.0,5601.0,824.0,972.0
943,2012-11-27,4715.0,8560.0,22067.0,5748.0,0.0,1667.0
944,2012-11-28,4692.0,8335.0,22021.0,6183.0,3932.0,16657.0
945,2012-11-29,4763.0,8472.0,21705.0,6333.0,3549.0,27399.0
946,2012-11-30,4717.0,8077.0,21792.0,6872.0,3127.0,30799.0
947,2012-12-01,4710.0,7931.0,21983.0,7250.0,0.0,29652.0
948,2012-12-02,4461.0,7431.0,21084.0,7201.0,100.0,37021.0
949,2012-12-03,4495.0,8032.0,20542.0,7649.0,231.0,18262.0
950,2012-12-04,4311.0,8137.0,20563.0,7950.0,62.0,3173.0
951,2012-12-05,4414.0,8265.0,21447.0,9023.0,85.0,25017.0
952,2012-12-06,4494.0,8167.0,21881.0,8540.0,419.0,35477.0
953,2012-12-07,4419.0,8259.0,22089.0,8669.0,464.0,8615.0
954,2012-12-08,4437.0,8373.0,22058.0,8251.0,418.0,9899.0
955,2012-12-09,4330.0,7914.0,21921.0,8047.0,284.0,7196.0
956,2012-12-10,4328.0,8012.0,21987.0,8181.0,475.0,3364.0
957,2012-12-11,3621.0,8490.0,22049.0,8056.0,413.0,9086.0
958,2012-12-12,3907.0,8674.0,22102.0,7817.0,111.0,18238.0
959,2012-12-13,4927.0,8421.0,22126.0,7833.0,0.0,19964.0
960,2012-12-14,4536.0,8344.0,22115.0,7702.0,171.0,30280.0
961,2012-12-15,4540.0,7749.0,22110.0,7757.0,373.0,30281.0
962,2012-12-16,5078.0,8157.0,22066.0,7500.0,305.0,20822.0
963,2012-12-17,5151.0,8753.0,22014.0,7735.0,466.0,28853.0
964,2012-12-18,4917.0,8743.0,22128.0,7539.0,27.0,46152.0
965,2012-12-19,4201.0,8660.0,22098.0,7842.0,513.0,16244.0
966,2012-12-20,4320.0,8531.0,22055.0,8305.0,485.0,11326.0
967,2012-12-21,4385.0,8400.0,21982.0,8027.0,360.0,12935.0
968,2012-12-22,5079.0,8885.0,21941.0,7062.0,306.0,18320.0
969,2012-12-23,4801.0,8560.0,22005.0,6649.0,113.0,42695.0
970,2012-12-24,4785.0,8642.0,22097.0,7696.0,423.0,44074.0
971,2012-12-25,4649.0,8827.0,22197.0,7747.0,0.0,7179.0
972,2012-12-26,4775.0,8252.0,22061.0,7895.0,319.0,48754.0
973,2012-12-27,4686.0,7643.0,21882.0,8286.0,413.0,36595.0
974,2012-12-28,4768.0,8029.0,21432.0,8374.0,378.0,1956.0
975,2012-12-29,4989.0,8445.0,20728.0,8027.0,124.0,5346.0
976,2012-12-30,5106.0,8849.0,21028.0,7944.0,0.0,25973.0
977,2012-12-31,5090.0,8683.0,22028.0,7849.0,1879.0,9070.0
978,2013-01-01,5143.0,8485.0,22165.0,8417.0,0.0,10381.0
979,2013-01-02,5114.0,8052.0,22167.0,8484.0,2758.0,4706.0
980,2013-01-03,5065.0,7937.0,22151.0,8818.0,193.0,3890.0
981,2013-01-04,5042.0,8043.0,22161.0,8775.0,208.0,1024.0
982,2013-01-05,5159.0,8165.0,22145.0,8716.0,147.0,1614.0
983,2013-01-06,5136.0,8874.0,22133.0,8283.0,88.0,25509.0
984,2013-01-07,4934.0,8719.0,22026.0,8212.0,181.0,17054.0
985,2013-01-08,4477.0,8803.0,22016.0,8146.0,188.0,1144.0
986,2013-01-09,4924.0,8593.0,22124.0,8272.0,59.0,12902.0
987,2013-01-10,4835.0,8316.0,22199.0,8856.0,119.0,63454.0
988,2013-01-11,4963.0,8678.0,21975.0,9145.0,213.0,40116.0
989,2013-01-12,5040.0,8195.0,21884.0,8490.0,217.0,9686.0
990,2013-01-13,4948.0,7764.0,22429.0,7752.0,106.0,14445.0
991,2013-01-14,5030.0,7419.0,21269.0,7948.0,224.0,13496.0
992,2013-01-15,4928.0,7645.0,22090.0,8347.0,0.0,5314.0
993,2013-01-16,5026.0,8280.0,22140.0,8991.0,0.0,4802.0
994,2013-01-17,4934.0,7860.0,22150.0,9203.0,0.0,7348.0
995,2013-01-18,4896.0,6954.0,22049.0,9437.0,0.0,5080.0
996,2013-01-19,4930.0,7673.0,20011.0,8997.0,0.0,3829.0
997,2013-01-20,4757.0,7738.0,22035.0,8827.0,0.0,3401.0
998,2013-01-21,4679.0,8317.0,21953.0,9259.0,12.0,3280.0
999,2013-01-22,4633.0,8268.0,22150.0,9397.0,166.0,3196.0
1000,2013-01-23,4540.0,8356.0,22092.0,9059.0,0.0,3896.0
1001,2013-01-24,4515.0,8336.0,22070.0,8879.0,0.0,2905.0
1002,2013-01-25,4816.0,8352.0,22060.0,8506.0,0.0,2208.0
1003,2013-01-26,4923.0,8206.0,22139.0,8339.0,0.0,35849.0
1004,2013-01-27,4985.0,8257.0,22207.0,8208.0,48.0,60112.0
1005,2013-01-28,4914.0,7921.0,22216.0,8153.0,210.0,59187.0
1006,2013-01-29,4641.0,8294.0,22184.0,8466.0,210.0,45889.0
1007,2013-01-30,4752.0,8335.0,22132.0,8545.0,297.0,7975.0
1008,2013-01-31,4729.0,8302.0,22176.0,8668.0,754.0,1542.0
1009,2013-02-01,4994.0,8231.0,22177.0,8776.0,344.0,1604.0
1010,2013-02-02,4960.0,7552.0,22139.0,8745.0,0.0,1520.0
1011,2013-02-03,4800.0,7103.0,22153.0,8830.0,1017.0,18184.0
1012,2013-02-04,5016.0,6743.0,22165.0,8638.0,1215.0,5025.0
1013,2013-02-05,5013.0,6947.0,22203.0,8218.0,979.0,47634.0
1014,2013-02-06,5047.0,6480.0,22155.0,8182.0,1166.0,41125.0
1015,2013-02-07,4821.0,6681.0,22162.0,8190.0,1239.0,25979.0
1016,2013-02-08,5012.0,6743.0,21939.0,8230.0,402.0,48698.0
1017,2013-02-09,5041.0,6888.0,22158.0,8242.0,877.0,60601.0
1018,2013-02-10,5033.0,7292.0,22154.0,8264.0,1173.0,29930.0
1019,2013-02-11,4647.0,6936.0,22168.0,8181.0,1463.0,8926.0
1020,2013-02-12,4840.0,6737.0,22083.0,8379.0,1367.0,4702.0
1021,2013-02-13,4832.0,7292.0,22127.0,9209.0,956.0,3143.0
1022,2013-02-14,4867.0,7465.0,22089.0,8885.0,1016.0,9652.0
1023,2013-02-15,4725.0,7238.0,22116.0,8807.0,1364.0,10859.0
1024,2013-02-16,4731.0,7416.0,22104.0,8572.0,203.0,7409.0
1025,2013-02-17,4883.0,7854.0,22029.0,8279.0,1518.0,50451.0
1026,2013-02-18,4865.0,7122.0,22190.0,8417.0,1445.0,33052.0
1027,2013-02-19,4943.0,6990.0,22174.0,8181.0,149.0,48472.0
1028,2013-02-20,4768.0,6743.0,22169.0,8161.0,722.0,65648.0
1029,2013-02-21,3860.0,7087.0,22166.0,8051.0,913.0,41210.0
1030,2013-02-22,4021.0,6992.0,22139.0,8190.0,1594.0,21203.0
1031,2013-02-23,5058.0,6914.0,22142.0,7737.0,175.0,66162.0
1032,2013-02-24,4948.0,6840.0,22182.0,7420.0,1698.0,24083.0
1033,2013-02-25,4712.0,7004.0,22166.0,7573.0,1813.0,19754.0
1034,2013-02-26,4683.0,7686.0,22192.0,7319.0,1727.0,25332.0
1035,2013-02-27,4638.0,7692.0,22099.0,7480.0,1704.0,5097.0
1036,2013-02-28,3887.0,7214.0,22026.0,7581.0,1788.0,6908.0
1037,2013-03-01,4014.0,7308.0,21957.0,7931.0,1233.0,5075.0
1038,2013-03-02,4963.0,7207.0,21883.0,8030.0,1122.0,4631.0
1039,2013-03-03,4649.0,7388.0,21963.0,7913.0,569.0,52618.0
1040,2013-03-04,4835.0,7248.0,21996.0,8166.0,1706.0,34998.0
1041,2013-03-05,4951.0,7785.0,22012.0,7956.0,1753.0,29512.0
1042,2013-03-06,4681.0,8179.0,22075.0,7692.0,1308.0,38682.0
1043,2013-03-07,4769.0,8202.0,22117.0,7765.0,23.0,19484.0
1044,2013-03-08,4777.0,7908.0,22089.0,7824.0,24.0,47764.0
1045,2013-03-09,4640.0,7967.0,22104.0,7478.0,1631.0,67310.0
1046,2013-03-10,4426.0,8062.0,21218.0,7121.0,2244.0,7411.0
1047,2013-03-11,4479.0,8318.0,22012.0,7541.0,2297.0,2607.0
1048,2013-03-12,4508.0,8330.0,21972.0,7691.0,2307.0,2382.0
1049,2013-03-13,4388.0,8706.0,21945.0,7452.0,2366.0,1351.0
1050,2013-03-14,4577.0,8528.0,22012.0,7592.0,2204.0,11115.0
1051,2013-03-15,4894.0,8632.0,22022.0,7895.0,1842.0,42798.0
1052,2013-03-16,4716.0,8888.0,22038.0,7914.0,2145.0,69114.0
1053,2013-03-17,4679.0,8671.0,21981.0,8221.0,2066.0,60197.0
1054,2013-03-18,4558.0,8503.0,21931.0,7859.0,1462.0,47596.0
1055,2013-03-19,4669.0,8174.0,22091.0,7919.0,1737.0,48531.0
1056,2013-03-20,4835.0,8381.0,22038.0,8136.0,23.0,54894.0
1057,2013-03-21,4868.0,8371.0,22205.0,8448.0,2142.0,56017.0
1058,2013-03-22,4862.0,7758.0,22232.0,8702.0,2165.0,69291.0
1059,2013-03-23,4817.0,7815.0,22234.0,8905.0,2050.0,32355.0
1060,2013-03-24,4757.0,8193.0,22141.0,8772.0,2391.0,18510.0
1061,2013-03-25,4686.0,7908.0,22097.0,8833.0,391.0,26498.0
1062,2013-03-26,4475.0,8125.0,22116.0,8747.0,2143.0,47397.0
1063,2013-03-27,4555.0,8057.0,22127.0,8436.0,1834.0,57443.0
1064,2013-03-28,4656.0,6998.0,22141.0,8418.0,1478.0,29205.0
1065,2013-03-29,4380.0,7336.0,22071.0,8608.0,2306.0,10564.0
1066,2013-03-30,4564.0,7696.0,22087.0,8502.0,1800.0,28452.0
1067,2013-03-31,4671.0,7428.0,22129.0,8677.0,2089.0,26234.0
